Ref_Date,GEO,LEVEL,SOURCE,STATS,Value
2000,Saskatchewan,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,33
2005,Saskatchewan,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,33
2010,Saskatchewan,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,35
2000,Saskatchewan,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),20400
2005,Saskatchewan,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),20400
2010,Saskatchewan,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),21000
2000,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,32
2005,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,26
2010,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,17
2000,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",37
2005,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",39
2010,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",62
2000,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),21100
2005,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),25500
2010,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),28700
2000,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,32
2005,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,29
2010,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,38
2000,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),18500
2005,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),20700
2010,Saskatchewan,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),17700
2000,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,18
2005,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,25
2010,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,19
2000,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",F
2005,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",7
2010,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",28
2000,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),11900
2005,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),11300
2010,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),22100
2000,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,42
2005,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,41
2010,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,48
2000,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),15300
2005,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),11000
2010,Saskatchewan,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),18000
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,41
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,35
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,29
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",68
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",49
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",81
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),37900
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),24500
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),54900
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,x
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,26
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,25
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),34700
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),20100
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),47100
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,37
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,21
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,22
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",55
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",67
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",57
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),28200
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),26500
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),31800
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,42
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,x
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),23600
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),21500
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),12400
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,26
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,20
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,19
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",x
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),20300
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),14800
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),49000
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,x
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,38
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,x
2000,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),19700
2005,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),10900
2010,Saskatchewan,Doctorate,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),F
2000,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,54
2005,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,48
2010,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,36
2000,Alberta,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",8
2005,Alberta,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",17
2010,Alberta,College,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",24
2000,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),11200
2005,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),14500
2010,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),18300
2000,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,22
2005,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,24
2010,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,44
2000,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),8900
2005,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),10400
2010,Alberta,College,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),13300
2000,Alberta,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,41
2005,Alberta,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,36
2010,Alberta,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,22
2000,Alberta,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",6
2005,Alberta,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",13
2010,Alberta,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",21
2000,Alberta,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),10700
2005,Alberta,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),13400
2010,Alberta,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),15800
2000,Alberta,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,17
2005,Alberta,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,19
2010,Alberta,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,32
2000,Alberta,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),8400
2005,Alberta,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),9300
2010,Alberta,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),11200
2000,Alberta,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,23
2005,Alberta,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,25
2010,Alberta,College,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,23
2000,Alberta,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",F
2005,Alberta,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",6
2010,Alberta,College,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",13
2000,Alberta,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),6800
2005,Alberta,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),9000
2010,Alberta,College,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),13900
2000,Alberta,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,39
2005,Alberta,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,43
2010,Alberta,College,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,55
2000,Alberta,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),6200
2005,Alberta,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),8000
2010,Alberta,College,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),10900
2000,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,62
2005,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,61
2010,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,46
2000,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",31
2005,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",39
2010,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",47
2000,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),19300
2005,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),23000
2010,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),28400
2000,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,24
2005,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,30
2010,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,31
2000,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),15800
2005,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),19100
2010,Alberta,Bachelor's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),22400
2000,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,53
2005,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,47
2010,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,33
2000,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",30
2005,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",37
2010,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",50
2000,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),18200
2005,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),21100
2010,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),26300
2000,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,23
2005,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,28
2010,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,29
2000,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),14600
2005,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),16100
2010,Alberta,Bachelor's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),17600
2000,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,23
2005,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,29
2010,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,24
2000,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",8
2005,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",17
2010,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",22
2000,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),9800
2005,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),14000
2010,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),18100
2000,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,37
2005,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,40
2010,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,46
2000,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),10300
2005,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),15100
2010,Alberta,Bachelor's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),22000
2000,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,34
2005,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,36
2010,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,36
2000,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",30
2005,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",38
2010,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",41
2000,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),19300
2005,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),23200
2010,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),25800
2000,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,33
2005,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,42
2010,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,42
2000,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),16200
2005,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),23400
2010,Alberta,Master's,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),21500
2000,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,25
2005,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,22
2010,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,22
2000,Alberta,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",30
2005,Alberta,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",40
2010,Alberta,Master's,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",38
2000,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),19300
2005,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),21400
2010,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),23300
2000,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,27
2005,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,48
2010,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,33
2000,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),15800
2005,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),16600
2010,Alberta,Master's,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed (dollars),17900
2000,Alberta,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,15
2005,Alberta,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,22
2010,Alberta,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates who owed debt to the source,21
2000,Alberta,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",13
2005,Alberta,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",25
2010,Alberta,Master's,Graduates who owed money for their education to non-government sources,"Percentage of graduates with large debt at graduation ($25,000 and over)",28
2000,Alberta,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),11700
2005,Alberta,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),16400
2010,Alberta,Master's,Graduates who owed money for their education to non-government sources,Average debt owed to the source at time of graduation (dollars),19700
2000,Alberta,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,52
2005,Alberta,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,43
2010,Alberta,Master's,Graduates who owed money for their education to non-government sources,Percentage of graduates with debt who had paid it off  at time of interview,52
2000,Alberta,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),11900
2005,Alberta,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),23600
2010,Alberta,Master's,Graduates who owed money for their education to non-government sources,Average debt remaining at time of interview for those who still owed (dollars),17800
2000,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,31
2005,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,34
2010,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates who owed debt to the source,29
2000,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",22
2005,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",27
2010,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),"Percentage of graduates with large debt at graduation ($25,000 and over)",60
2000,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),16800
2005,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),22400
2010,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt owed to the source at time of graduation (dollars),55900
2000,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,33
2005,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,32
2010,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Percentage of graduates with debt who had paid it off  at time of interview,34
2000,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),14200
2005,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),19300
2010,Alberta,Doctorate,Graduates who owed money for their education to any source (government or non-government),Average debt remaining at time of interview for those who still owed (dollars),F
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,19
2005,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,25
2010,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,20
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",22
2005,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",26
2010,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation ($25,000 and over)",66
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),15900
2005,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),18300
2010,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation (dollars),44100
2000,Alberta,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,28
